clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Flagged,Flag_Reason,Is_Unclear_OCR,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road
"Yuma , 85365 Love's Travel Stop # 349",928-341-9100 I-8 Exit 3,24 HRS M,Yuma,85365,Love's Travel Stop # 349,928-341-9100,2008,Yuma,AZ,Love's,,I-8 Exit 3,Exit,3,3,,False,,False,I-8,,,,
H Yuma ( 85365 ) Love's Travel Stop # 349 Rd ),928-341-9100 I-8 Exit 3,24 M,Yuma,85365,Love's Travel Stop # 349 Rd ),928-341-9100,2014,Yuma,AZ,Love's,,I-8 Exit 3,Exit,3,3,,False,,False,I-8,,,,
Yuma ( 85365 ) Love's Travel Stop # 349,928-341-9100 I-8 Exit 3,M,Yuma,85365,Love's Travel Stop # 349,928-341-9100,2015,Yuma,AZ,Love's,,I-8 Exit 3,Exit,3,3,,False,,False,I-8,,,,
Yuma ( 85365 ) Love's Travel Stop # 349,928-341-9100 I-8 Exit 3,24 ze <U+25A1> M 240,Yuma,85365,Love's Travel Stop # 349,928-341-9100,2016,Yuma,AZ,Love's,,I-8 Exit 3,Exit,3,3,,False,,False,I-8,,,,
"Benson , 85602 Gas City # 90 ( Coastal )",520-586-7151 I-10 Exit 302 ( AZ 90 ),FRS XL M,Benson,85602,Gas City # 90 ( Coastal ),520-586-7151,2006,Benson,AZ,,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
"Benson , 85602 Gas City # 90 ( Coastal )",520-586-7151 I-10 Exit 302 ( AZ 90 ),24,Benson,85602,Gas City # 90 ( Coastal ),520-586-7151,2007,Benson,AZ,,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
"Benson , 85602 Gas City # 90 ( Coastal )",6 520-586-7151 I-10 Exit 302 ( AZ 90 ),24 HRS XL,Benson,85602,Gas City # 90 ( Coastal ),520-586-7151,2008,Benson,AZ,,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
Benson ( 85602 ) Love's Travel Stop # 460,520-586-8702 I-10 Exit 302 ( AZ 90 ),24 O,Benson,85602,Love's Travel Stop # 460,520-586-8702,2014,Benson,AZ,Love's,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
Benson ( 85602 ) Love's I-40 Exit Travel 185 Stop # 460 Pilot,520-586-8702 I-10 Exit 302 ( AZ 90 ),24 L <U+2610>,Benson,85602,Love's I-40 Exit Travel 185 Stop # 460 Pilot,520-586-8702,2015,Benson,AZ,Love's,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
Benson ( 85602 ) Love's Travel Stop # 460,520-586-8702 I-10 Exit 302 ( AZ 90 ),24 24,Benson,85602,Love's Travel Stop # 460,520-586-8702,2016,Benson,AZ,Love's,( AZ 90 ),I-10 Exit 302 ,Exit,302,302,,False,,False,I-10,,,,
"Nogales , 85621 Nogales Truck Stop",520-281-0865 I-19 Exit 4 NB / 8 SB ( to 2651 N Grand ),HRS,Nogales,85621,Nogales Truck Stop,520-281-0865,2006,Nogales,AZ,,( to 2651 N Grand ),I-19 Exit 4 NB / 8 SB ,Exit,4,4,,False,,False,I-19,,8.0,,
Nogales ( 85621 ) Zarro Shell,5 520-287-4800 AZ 189 ( at border ),<U+2610> <U+2610>,Nogales,85621,Zarro Shell,520-287-4800,2014,Nogales,AZ,Shell,( at border ),AZ 189,empty,,,,False,,False,AZ 189,,,,
Nogales ( 85621 ) Zarro Shell,5 520-287-4800 AZ 189 ( at border ),m B,Nogales,85621,Zarro Shell,520-287-4800,2015,Nogales,AZ,Shell,( at border ),AZ 189,empty,,,,False,,False,AZ 189,,,,
Nogales ( 85621 ) Zarro Shell,5 520-287-4800 AZ 189 ( at border ),<U+2610> S,Nogales,85621,Zarro Shell,520-287-4800,2016,Nogales,AZ,Shell,( at border ),AZ 189,empty,,,,False,,False,AZ 189,,,,
Sierra Vista ( 85635 ) Corner Store # 1670 ( Valero ),520-458-0300 AZ 90 & AZ 92,24 <U+25A1>,Sierra Vista,85635,Corner Store # 1670 ( Valero ),520-458-0300,2016,Sierra Vista,AZ,Valero,,AZ 90 & AZ 92,empty,,,,False,,False,AZ 90,AZ 92,,,
"Willcox , 85643 Freeway Chevron",6 520-384-4375 I-10 Exit 336,,Willcox,85643,Freeway Chevron,520-384-4375,2008,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
Willcox ( 85643 ) Freeway Chevron,520-384-4375 I-10 Exit 336,,Willcox,85643,Freeway Chevron,520-384-4375,2014,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
Willcox ( 85643 ) Freeway Chevron 93 S,520-384-4375 I-10 Exit 336,<U+2610>,Willcox,85643,Freeway Chevron 93 S,520-384-4375,2015,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
Willcox ( 85643 ) Freeway Chevron,520-384-4375 I-10 Exit 336,<U+2610>,Willcox,85643,Freeway Chevron,520-384-4375,2016,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
"Willcox , 85644 Freeway Chevron",6 520-384-4375 I-10 Exit 336,) HR $ 481 L24000,Willcox,85644,Freeway Chevron,520-384-4375,2006,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
"Willcox , 85644 Freeway Chevron",6 520-384-4375 I-10 Exit 336,,Willcox,85644,Freeway Chevron,520-384-4375,2007,Willcox,AZ,Chevron,,I-10 Exit 336,Exit,336,336,,False,,False,I-10,,,,
"Tucson , 85735 Superstop # 619 ( Mobil )",5 520-883-2700 6225 AZ 86 ( 7 mi W of I-19 Exit 99 ),HRS M2400,Tucson,85735,Superstop # 619 ( Mobil ),520-883-2700,2006,Tucson,AZ,Mobil,( 7 mi W of I-19 Exit 99 ),6225 AZ 86,Proper,,,,False,,False,AZ 86,,,,
"Tucson , 85735 Superstop # 619 ( Mobil )",520-883-2700 6225 AZ 86 ( 7 mi W of I-19 Exit 99 ),,Tucson,85735,Superstop # 619 ( Mobil ),520-883-2700,2007,Tucson,AZ,Mobil,( 7 mi W of I-19 Exit 99 ),6225 AZ 86,Proper,,,,False,,False,AZ 86,,,,
"Tucson , 85735 Superstop # 619 ( Mobil )",5 520-883-2700 6225 AZ 86 ( 7 mi W of I-19 Exit 99 ),<U+2610>,Tucson,85735,Superstop # 619 ( Mobil ),520-883-2700,2008,Tucson,AZ,Mobil,( 7 mi W of I-19 Exit 99 ),6225 AZ 86,Proper,,,,False,,False,AZ 86,,,,
Tucson ( 85756 ) Pilot Travel Center # 593,520-663-3348 I-10 Exit 268 ( Craycroft ),plot 24 O,Tucson,85756,Pilot Travel Center # 593,520-663-3348,2014,Tucson,AZ,Pilot,( Craycroft ),I-10 Exit 268 ,Exit,268,268,,False,,False,I-10,,,,
Tucson ( 85756 ) Pilot Travel Center # 593 ),5 520-663-3348 I-10 Exit 268 ( pilot,pilot 24 MO,Tucson,85756,Pilot Travel Center # 593 ),520-663-3348,2015,Tucson,AZ,Pilot,( pilot,I-10 Exit 268 ,Exit,268,268,,False,,False,I-10,,,,
Tucson ( 85756 ) Pilot Travel Center # 593,520-663-3348 I-10 Exit 268 ( Craycroft ) Pilat,24 024 0,Tucson,85756,Pilot Travel Center # 593,520-663-3348,2016,Tucson,AZ,Pilot,( Craycroft ) Pilat,I-10 Exit 268 ,Exit,268,268,,False,,False,I-10,,,,
"Bellemont , 86015 Pilot Travel Center # 180",4 928-773-0180 I-40 Exit 185,24 HRS M,Bellemont,86015,Pilot Travel Center # 180,928-773-0180,2008,Bellemont,AZ,Pilot,,I-40 Exit 185,Exit,185,185,,False,,False,I-40,,,,
Bellemont ( 86015 ) Pilot Travel Center # 180,928-773-0180 I-40 Exit 185,pilot 24 M O,Bellemont,86015,Pilot Travel Center # 180,928-773-0180,2014,Bellemont,AZ,Pilot,,I-40 Exit 185,Exit,185,185,,False,,False,I-40,,,,
D Bellemont ( 86015 ) Pilot Exit Travel 133 Center A # 180 pilot,928-773-0180 I-40 Exit 185 Pilot,m M DO<U+2610>,Bellemont,86015,Pilot Exit Travel 133 Center A # 180 pilot,928-773-0180,2015,Bellemont,AZ,Pilot,,I-40 Exit 185 Pilot,Exit,185,185,,False,,False,I-40,,,,
D Bellemont ( 86015 ) Pilot Travel Center # 180,928-773-0180 I-40 Exit 185 pilat,<U+25A1> M,Bellemont,86015,Pilot Travel Center # 180,928-773-0180,2016,Bellemont,AZ,Pilot,,I-40 Exit 185 pilat,Exit,185,185,,False,,False,I-40,,,,
"Bellemont , 86015 Bellemont Travel Center ( Conoco )",928-774-2762 I-40 Exit 185,FRS HRS XL,Bellemont,86015,Bellemont Travel Center ( Conoco ),928-774-2762,2006,Bellemont,AZ,Conoco,,I-40 Exit 185,Exit,185,185,,False,,False,I-40,,,,
"Munds Park , 86017 Woody's MO",928-286-1310 I-17 Exit 322 ( Mormon Lake Rd ),<U+2610>,Munds Park,86017,Woody's MO,928-286-1310,2006,Munds Park,AZ,,( Mormon Lake Rd ),I-17 Exit 322 ,Exit,322,322,,False,,False,I-17,,,,
"E Munds Park , 86017 Woody's",928-286-1310 I-17 Exit 322 ( Mormon Lake Rd ),D,Munds Park,86017,Woody's,928-286-1310,2007,Munds Park,AZ,,( Mormon Lake Rd ),I-17 Exit 322 ,Exit,322,322,,False,,False,I-17,,,,
"Munds Park , 86017 Woody's",4 928-286-1310 I-17 Exit 322 ( Mormon Lake Rd ),<U+2610> <U+2610>,Munds Park,86017,Woody's,928-286-1310,2008,Munds Park,AZ,,( Mormon Lake Rd ),I-17 Exit 322 ,Exit,322,322,,False,,False,I-17,,,,
Holbrook ( 86025 ) Bradco Cardlock ( Pac Pride ),6 928-524-3976 12th Ave ( 1 blk S of US 180 ),<U+2610> <U+25A1> 0,Holbrook,86025,Bradco Cardlock ( Pac Pride ),928-524-3976,2014,Holbrook,AZ,,( 1 blk S of US 180 ),12th Ave,empty,,,,False,,False,12th Ave,,,,
Holbrook ( 86025 ) Bradco Cardlock ( Pac Pride ),6 928-524-3976 12th Ave ( 1 blk S of US 180 ),""" <U+2610> D",Holbrook,86025,Bradco Cardlock ( Pac Pride ),928-524-3976,2015,Holbrook,AZ,,( 1 blk S of US 180 ),12th Ave,empty,,,,False,,False,12th Ave,,,,
D Holbrook ( 86025 ) Bradco Cardlock ( Pac Pride ),928-524-3976 12th Ave ( 1 blk S of US 180 ),<U+2610> <U+25A1> 0,Holbrook,86025,Bradco Cardlock ( Pac Pride ),928-524-3976,2016,Holbrook,AZ,,( 1 blk S of US 180 ),12th Ave,empty,,,,False,,False,12th Ave,,,,
B Kayenta ( 86033 ) 7 - Eleven,6 928-697-3766 US 160 & US 163 ( SE Corner ),<U+25A1> S,Kayenta,86033,7 - Eleven,928-697-3766,2015,Kayenta,AZ,Eleven,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
B Kayenta ( 86033 ) 7 - Eleven,6 928-697-3766 US 160 & US 163 ( SE Corner ),S,Kayenta,86033,7 - Eleven,928-697-3766,2016,Kayenta,AZ,Eleven,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
"Kayenta , 86033 Speedy's # 508",928-697-8149 US 160 & US 163 ( SE Corner ),,Kayenta,86033,Speedy's # 508,928-697-8149,2006,Kayenta,AZ,,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
"Kayenta , 86033 Speedy's # 508",928-697-8149 US 160 & US 163 ( SE Corner ),24 S <U+2610> O,Kayenta,86033,Speedy's # 508,928-697-8149,2007,Kayenta,AZ,,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
"B Kayenta , 86033 Speedy's # 508",6 928-697-8149 US 160 & US 163 ( SE Corner ),<U+2022>,Kayenta,86033,Speedy's # 508,928-697-8149,2008,Kayenta,AZ,,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
B Kayenta ( 86033 ) Speedy's,6 928-697-8149 US 160 & US 163 ( SE Corner ),D S D,Kayenta,86033,Speedy's,928-697-8149,2014,Kayenta,AZ,,( SE Corner ),US 160 & US 163,empty,,,,False,,False,US 160,US 163,,,
Williams ( 86046 ) Love's Travel Stop # 553,928-635-9958 I-40 Exit 163,LO 2400,Williams,86046,Love's Travel Stop # 553,928-635-9958,2016,Williams,AZ,Love's,,I-40 Exit 163,Exit,163,163,,False,,False,I-40,,,,
"Winslow , 86047 Super American Truck Stop",5 928-289-9532 I-40 Exit 253,,Winslow,86047,Super American Truck Stop,928-289-9532,2006,Winslow,AZ,,,I-40 Exit 253,Exit,253,253,,False,,False,I-40,,,,
"Winslow , 86047 USA Travel Center",928-289-9532 I-40 Exit 253,HRS 24,Winslow,86047,USA Travel Center,928-289-9532,2007,Winslow,AZ,,,I-40 Exit 253,Exit,253,253,,False,,False,I-40,,,,
"Winslow , 86047 USA Travel Center",5 928-289-9532 I-40 Exit 253,24 HRS HRS 24 0,Winslow,86047,USA Travel Center,928-289-9532,2008,Winslow,AZ,,,I-40 Exit 253,Exit,253,253,,False,,False,I-40,,,,
"Chino Valley , 86323 Petro Products",928-636-1020 1080 AZ 89 ( 15 mi N of Prescott ),,Chino Valley,86323,Petro Products,928-636-1020,2006,Chino Valley,AZ,,( 15 mi N of Prescott ),1080 AZ 89,Proper,,,,False,,False,AZ 89,,,,
"E Chino Valley , 86323 Petro Products",928-636-1020 1080 AZ 89 ( 15 mi N of Prescott ),00 <U+2610>,Chino Valley,86323,Petro Products,928-636-1020,2007,Chino Valley,AZ,,( 15 mi N of Prescott ),1080 AZ 89,Proper,,,,False,,False,AZ 89,,,,
"E Chino Valley , 86323 Petro Products",3 928-636-1020 1080 AZ 89 ( 15 mi N of Prescott ),<U+2610> <U+25A1> <U+25A1> <U+2022>,Chino Valley,86323,Petro Products,928-636-1020,2008,Chino Valley,AZ,,( 15 mi N of Prescott ),1080 AZ 89,Proper,,,,False,,False,AZ 89,,,,
"E Cordes Jct , 86333 Shell Travel Center # 323 )",928-632-4521 I-17 Exit 262 ( AZ 69 ),24,Cordes Jct,86333,Shell Travel Center # 323 ),928-632-4521,2007,Mayer,AZ,Shell,( AZ 69 ),I-17 Exit 262 ,Exit,262,262,,False,,False,I-17,,,,
"E Cordes Junction , 86333 Shell Travel Center # 323",4 928-632-4521 I-17 Exit 262 ( AZ 69 ),24 HRS M <U+2610> <U+2610>,Cordes Junction,86333,Shell Travel Center # 323,928-632-4521,2008,Mayer,AZ,Shell,( AZ 69 ),I-17 Exit 262 ,Exit,262,262,,False,,False,I-17,,,,
Cordes Junction ( 86333 ) Shell Travel Center # 323,928-632-4521 I-17 Exit 262 ( AZ 69 ),24,Cordes Junction,86333,Shell Travel Center # 323,928-632-4521,2014,Mayer,AZ,Shell,( AZ 69 ),I-17 Exit 262 ,Exit,262,262,,False,,False,I-17,,,,
Cordes Junction ( 86333 ) Shell Travel Center # 323,928-632-4521 I-17 Exit 262 NB / 263 SB,24 M D,Cordes Junction,86333,Shell Travel Center # 323,928-632-4521,2015,Mayer,AZ,Shell,,I-17 Exit 262 NB / 263 SB,Exit,262,262,,False,,False,I-17,,263.0,,
Cordes Junction ( 86333 ) Shell Travel Center # 323,928-632-4521 I-17 Exit 262 NB / 263 SB,24 MOO,Cordes Junction,86333,Shell Travel Center # 323,928-632-4521,2016,Mayer,AZ,Shell,,I-17 Exit 262 NB / 263 SB,Exit,262,262,,False,,False,I-17,,263.0,,
"Kingman , 86401 USA Travel Center",928-753-1818 I-40 Exit 48 ( US 93 N ),HRS <U+2610> <U+2610>,Kingman,86401,USA Travel Center,928-753-1818,2006,Kingman,AZ,,( US 93 N ),I-40 Exit 48 ,Exit,48,48,,False,,False,I-40,,,,
"Kingman , 86401 USA Travel Center",928-753-1818 I-40 Exit 48 ( US 93 N ),MOO,Kingman,86401,USA Travel Center,928-753-1818,2007,Kingman,AZ,,( US 93 N ),I-40 Exit 48 ,Exit,48,48,,False,,False,I-40,,,,
"Kingman , 86401 USA Travel Center",2 928-753-1818 I-40 Exit 48 ( US 93 N ),24 HRS S,Kingman,86401,USA Travel Center,928-753-1818,2008,Kingman,AZ,,( US 93 N ),I-40 Exit 48 ,Exit,48,48,,False,,False,I-40,,,,
D Kingman ( 86401 ) USA Travel Center,2 928-753-1818 I-40 Exit 48 ( US 93 N ),24 M,Kingman,86401,USA Travel Center,928-753-1818,2014,Kingman,AZ,,( US 93 N ),I-40 Exit 48 ,Exit,48,48,,False,,False,I-40,,,,
D Kingman ( 86401 ) USA Travel Center,928-753-1818 I-40 Exit 48 ( US 93 N ),24 85 M <U+25A1>,Kingman,86401,USA Travel Center,928-753-1818,2015,Kingman,AZ,,( US 93 N ),I-40 Exit 48 ,Exit,48,48,,False,,False,I-40,,,,
E Lake Havasu City ( 86404 ) Love's Travel Stop # 386,928-764-1505 I-40 Exit 9 ( AZ 95 S ),,Lake Havasu City,86404,Love's Travel Stop # 386,928-764-1505,2014,Lake Havasu City,AZ,Love's,( AZ 95 S ),I-40 Exit 9 ,Exit,9,9,,False,,False,I-40,,,,
E Lake Havasu City ( 86404 ) Love's Travel Stop # 386,928-764-1505 I-40 Exit 9 ( AZ 95 S ),24 L <U+2610> <U+2610>,Lake Havasu City,86404,Love's Travel Stop # 386,928-764-1505,2015,Lake Havasu City,AZ,Love's,( AZ 95 S ),I-40 Exit 9 ,Exit,9,9,,False,,False,I-40,,,,
E Lake Havasu City ( 86404 ) Love's Travel Stop # 386,928-764-1505 I-40 Exit 9 ( AZ 95 S ),124 S LO 25,Lake Havasu City,86404,Love's Travel Stop # 386,928-764-1505,2016,Lake Havasu City,AZ,Love's,( AZ 95 S ),I-40 Exit 9 ,Exit,9,9,,False,,False,I-40,,,,
"Alamo , 89001 Alamo Truck Stop",775-725-3337 US 93 N ( MM 39 ),24 HRS,Alamo,89001,Alamo Truck Stop,775-725-3337,2006,Alamo,NV,,( MM 39 ),US 93 N,empty,,,,False,,False,US 93,,,,
"Alamo , 89001 Alamo Truck Stop",775-725-3337 US 93 N ( MM 39 ),24 HRS S,Alamo,89001,Alamo Truck Stop,775-725-3337,2007,Alamo,NV,,( MM 39 ),US 93 N,empty,,,,False,,False,US 93,,,,
"Alamo , 89001 Alamo Truck ( MM 38.5 Stop ) & Broadway",775-725-3337 US 93 N ( MM,24 S <U+2610>,Alamo,89001,Alamo Truck ( MM 38.5 Stop ) & Broadway,775-725-3337,2008,Alamo,NV,,( MM,US 93 N,empty,,,,False,,False,US 93,,,,
"Henderson , 89002 Paradise Shell",702-558-9044 I-515 Exit 56 /,S ) <U+2610> <U+2610>,Henderson,89002,Paradise Shell,702-558-9044,2008,Henderson,NV,Shell,,I-515 Exit 56 /,Exit,56,56,,False,,False,I-515,,,,
"Henderson , 89015 Paradise Shell",6 702-558-9044 I-515 Exit 56,<U+25A1> <U+25A1>,Henderson,89015,Paradise Shell,702-558-9044,2006,Henderson,NV,Shell,,I-515 Exit 56,Exit,56,56,,False,,False,I-515,,,,
"Henderson , 89015 Paradise Shell",6 702-558-9044 I-515 Exit 56,,Henderson,89015,Paradise Shell,702-558-9044,2007,Henderson,NV,Shell,,I-515 Exit 56,Exit,56,56,,False,,False,I-515,,,,
,"HAmargosa 5775-372-1177 Valley , 89020 US Fort 95 Amargosa ( MM 30 ) ( & Exxon NV 373 )",HRS 24 49 M,,89020,,775-372-1177,2006,Amargosa Valley,NV,,( MM 30 ) ( & Exxon NV 373 ),"Valley , 89020 US Fort 95 Amargosa",empty,,,,False,,False,Valley 89020,,,,
", Fort Amargosa ( Texaco )",HAmargosa 5775-372-1177 Valley 89020 US 95 ( MM 30 ) & NV 373,24 HR $ M <U+2610>,,89020,,775-372-1177,2007,Amargosa Valley,NV,,( MM 30 ) & NV 373,Valley 89020 US 95,empty,,,,False,,False,US 95,NV 373,,,
"Amargosa Valley , 89020 Fort Amargosa ( Texaco 30 ) & NV 373",775-372-1177 US 95 ( MM 30 ) & NV ),24 S,Amargosa Valley,89020,Fort Amargosa ( Texaco 30 ) & NV 373,775-372-1177,2008,Amargosa Valley,NV,Texaco,( MM 30 ) & NV ),US 95,empty,,,,False,,False,US 95,,,,
"Mesquite , 89024 Virgin Valley Food Mart ( 76 )",702-346-8881 I-15 Exit 122,HRS 24 0,Mesquite,89024,Virgin Valley Food Mart ( 76 ),702-346-8881,2006,Mesquite,NV,,,I-15 Exit 122,Exit,122,122,,False,,False,I-15,,,,
"Moapa , 89025 Moapa Paiute Travel Plaza ( Sinclair )",702-864-2600 I-15 Exit 75,HRS 24 XL <U+2610>,Moapa,89025,Moapa Paiute Travel Plaza ( Sinclair ),702-864-2600,2006,Moapa,NV,Sinclair,,I-15 Exit 75,Exit,75,75,,False,,False,I-15,,,,
"Moapa , 89025 Moapa Paiute Travel Plaza ( Sinclair )",702-864-2600 I-15 Exit 75,) 24 HRS XL,Moapa,89025,Moapa Paiute Travel Plaza ( Sinclair ),702-864-2600,2007,Moapa,NV,Sinclair,,I-15 Exit 75,Exit,75,75,,False,,False,I-15,,,,
"Moapa , 89025 Moapa Paiute Travel Plaza (",6 702-864-2600 I-15 Exit 75 Sinclair ),100 24 XL,Moapa,89025,Moapa Paiute Travel Plaza (,702-864-2600,2008,Moapa,NV,,,I-15 Exit 75 Sinclair ,Exit,75,75,,False,,False,I-15,,,,
Moapa ( 89025 ) Moapa Paiute Travel Plaza ( Sinclair ),702-864-2602 I-15 Exit 75,) 24 <U+2610>,Moapa,89025,Moapa Paiute Travel Plaza ( Sinclair ),702-864-2602,2014,Moapa,NV,Sinclair,,I-15 Exit 75,Exit,75,75,,False,,False,I-15,,,,
Moapa ( 89025 ) Moapa Paiute Travel Plaza ( Chevron ),702-864-2602 I-15 Exit 75,24 <U+2610> <U+2610> <U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Moapa,89025,Moapa Paiute Travel Plaza ( Chevron ),702-864-2602,2015,Moapa,NV,Chevron,,I-15 Exit 75,Exit,75,75,,False,,False,I-15,,,,
Moapa ( 89025 ) Moapa Paiute Travel Plaza ( Chevron ),702-864-2602 I-15 Exit 75,) 85 LOO D,Moapa,89025,Moapa Paiute Travel Plaza ( Chevron ),702-864-2602,2016,Moapa,NV,Chevron,,I-15 Exit 75,Exit,75,75,,False,,False,I-15,,,,
"Mesquite , 89027 Virgin Valley Food Mart ( 76 )",702-346-8881 I-15 Exit 122,HRS,Mesquite,89027,Virgin Valley Food Mart ( 76 ),702-346-8881,2007,Mesquite,NV,,,I-15 Exit 122,Exit,122,122,,False,,False,I-15,,,,
"Mesquite , 89027 Virgin Valley",702-346-8881 I-15 Exit 122 Food Mart ( Rebel ),24 <U+25A1> <U+25A1>,Mesquite,89027,Virgin Valley,702-346-8881,2008,Mesquite,NV,,( Rebel ),I-15 Exit 122 Food Mart ,Exit,122,122,,False,,False,I-15,,,,
Mesquite ( 89027 ) Virgin Valley Food Mart ( Rebel ),702-346-8881 I-15 Exit 122,24 O,Mesquite,89027,Virgin Valley Food Mart ( Rebel ),702-346-8881,2014,Mesquite,NV,,,I-15 Exit 122,Exit,122,122,,False,,False,I-15,,,,
Mesquite ( 89027 ) Virgin I-80 Exit Valley 106 Food Mart ( Rebel ),702-346-8881 I-15 Exit 122,24 HORS LO,Mesquite,89027,Virgin I-80 Exit Valley 106 Food Mart ( Rebel ),702-346-8881,2015,Mesquite,NV,,,I-15 Exit 122,Exit,122,122,,False,,False,I-15,,,,
Mesquite ( 89027 ) Virgin Valley Food Mart ( Rebel ),702-346-8881 I-15 Exit 122,24 D,Mesquite,89027,Virgin Valley Food Mart ( Rebel ),702-346-8881,2016,Mesquite,NV,,,I-15 Exit 122,Exit,122,122,,False,,False,I-15,,,,
"Las Vegas ( N ) , 89030 Hallmark Truck Center",702-212-3500 I-15 Exit 46 ( W to Losee & 1/4 mi N ),,Las Vegas,89030,Hallmark Truck Center,702-212-3500,2006,North Las Vegas,NV,,( W to Losee & 1/4 mi N ),I-15 Exit 46 ,Exit,46,46,,False,,False,I-15,,,,
"Vegas ( N ) , 89030 Hallmark Truck Center",702-212-3500 Las I-15 Exit 46 ( W to Losee & 1/4 mi N ),) HRS 24 S,Vegas,89030,Hallmark Truck Center,702-212-3500,2007,North Las Vegas,NV,,( W to Losee & 1/4 mi N ),Las I-15 Exit 46 ,Exit,46,46,,False,,False,I-15,,,,
"Las Vegas ( N ) , 89115 Petro Stopping Center # 31",6 702-632-2636 I-15 Exit 54 ( Speedway Blvd ) PETRO,24 XL,Las Vegas,89115,Petro Stopping Center # 31,702-632-2636,2006,Las Vegas,NV,,( Speedway Blvd ) PETRO,I-15 Exit 54 ,Exit,54,54,,False,,False,I-15,,,,
"Vegas ( N ) , 89115 Petro Stopping Center # 31",702-632-2636 Las I-15 Exit 54 ( Speedway Blvd ),24 XL 24,Vegas,89115,Petro Stopping Center # 31,702-632-2636,2007,Las Vegas,NV,,( Speedway Blvd ),Las I-15 Exit 54 ,Exit,54,54,,False,,False,I-15,,,,
Rd ),"6 702-632-2636 Las Vegas ( N ) , 89115 Petro Stopping Center # 31",24 XL 24 <U+2610><U+2610>,,89115,,702-632-2636,2008,Las Vegas,NV,,"( N ) , 89115 Petro Stopping Center # 31",Las Vegas,empty,,,,False,,False,Las Vegas,,,,
Las Vegas ( North ) ( 89115 ) Petro North Las Vegas # 331,6 702-632-2640 I-15 Exit 54 ( Speedway Blvd ),PETRO 24 <U+25A1> XL 24 <U+2610>,Las Vegas,89115,Petro North Las Vegas # 331,702-632-2640,2014,Las Vegas,NV,,( Speedway Blvd ),I-15 Exit 54 ,Exit,54,54,,False,,False,I-15,,,,
Las Vegas ( North ) ( 89115 ) Petro North Las Vegas # 331 ( Valero ),702-632-2640 I-15 Exit 54 ( Speedway Blvd ) PETRO,24 RS XL 24,Las Vegas,89115,Petro North Las Vegas # 331 ( Valero ),702-632-2640,2015,Las Vegas,NV,Valero,( Speedway Blvd ) PETRO,I-15 Exit 54 ,Exit,54,54,,False,,False,I-15,,,,
Las Vegas ( North ) ( 89115 ) Petro North Las Vegas # 331 ( Valero ),6 702-632-2640 I-15 Exit 54 ( Speedway Blvd ),PETRO XL 24 MRS,Las Vegas,89115,Petro North Las Vegas # 331 ( Valero ),702-632-2640,2016,Las Vegas,NV,Valero,( Speedway Blvd ),I-15 Exit 54 ,Exit,54,54,,False,,False,I-15,,,,
"Las Vegas ( N ) , 89115 Maverick Truck Stop ( Rebel )",6 702-644-1000 3225 NV 604 ( 1.5 mi E of I-15 Exit 46 ),M 00,Las Vegas,89115,Maverick Truck Stop ( Rebel ),702-644-1000,2006,Las Vegas,NV,,( 1.5 mi E of I-15 Exit 46 ),3225 NV 604,Proper,,,,False,,False,NV 604,,,,
"( N ) , 89115 Maverick Truck Stop ( Rebel )",702-644-1001 Las Vegas 3225 NV 604 ( 1.5 mi <U+00C8> of I-15 Exit 46 ),46 ) HRS 24 M 00,,89115,Maverick Truck Stop ( Rebel ),702-644-1001,2007,Las Vegas,NV,,( 1.5 mi <U+00C8> of I-15 Exit 46 ),Las Vegas 3225 NV 604,empty,,,,False,,False,NV 604,,,,
