Unnamed: 0,filename,record_num,clean_line1,clean_line2,line3,city,zip_code,label,phone,address,parking,gray_parking,identifier,year,panel,major_city,state,chain,p_identifier,identifier2,identifier3,places_place_id,places_name,places_formatted_address,places_vicinity,places_latitude,places_longitude,places_rating,places_types,places_business_status,places_search_method,places_status,places_formatted_phone,places_international_phone,places_website,places_street_number,places_street_name,places_city,places_state,places_postal_code,places_country,places_county,places_google_maps_link
37035,TF2016_004_019-5-ocr.csv,29,B Kayenta ( 86033 ) 7 - Eleven,6 928-697-3766 US 160 & US 163 ( SE Corner ),S,Kayenta,86033,7 - Eleven,928-697-3766,US 160 & US 163 ( SE Corner ),S,S,86033_928-697-3766,2016,0,Kayenta,AZ,Eleven,,86033_928-697-3766,86033_928-697-3766_Eleven,ChIJn8wbA_DZMIcRImiK2vtYmAs,7-Eleven,"US-160, Kayenta, AZ 86033, USA","U.S. 160, Kayenta",36.7077183,-110.2472265,,"convenience_store, food, point_of_interest, store, establishment",CLOSED_PERMANENTLY,TEXT_SEARCH,SUCCESS,,,https://www.7-eleven.com/,,U.S. 160,Kayenta,AZ,86033,US,Navajo County,https://www.google.com/maps/place/?q=place_id:ChIJn8wbA_DZMIcRImiK2vtYmAs
37040,TF2016_004_019-6-ocr.csv,12,Williams ( 86046 ) Love's Travel Stop # 553,928-635-9958 1-40 Exit 163,LO 2400,Williams,86046,Love's Travel Stop # 553,928-635-9958,1-40 Exit 163,L,,86046_928-635-9958,2016,0,Williams,AZ,Love's,,86046_928-635-9958,86046_928-635-9958_Love's,ChIJP9Au0iafMocRwufskkAAW8s,Love's Travel Stop,"1055 N Grand Canyon Blvd, Williams, AZ 86046, USA","1055 North Grand Canyon Boulevard, Williams",35.2627934,-112.1942215,3.8,"convenience_store, gas_station, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 635-9958,+1 928-635-9958,https://www.loves.com/locations/553,1055,North Grand Canyon Boulevard,Williams,AZ,86046,US,Coconino County,https://www.google.com/maps/place/?q=place_id:ChIJP9Au0iafMocRwufskkAAW8s
37051,TF2016_004_019-5-ocr.csv,10,Cordes Junction ( 86333 ) Shell Travel Center # 323,928-632-4521 1-17 Exit 262 NB / 263 SB,24 MOO,Cordes Junction,86333,Shell Travel Center # 323,928-632-4521,1-17 Exit 262 NB / 263 SB,M,,86333_928-632-4521,2016,0,Mayer,AZ,Shell,,86333_928-632-4521,86333_928-632-4521_Shell,ChIJS-kABrvvLIcRsbAT0ILx7PQ,Love's Travel Stop,"14414 S Cross L Rd, Mayer, AZ 86333, USA","14414 South Cross L Road, Mayer",34.3346153,-112.1178984,4.3,"gas_station, convenience_store, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 227-9764,+1 928-227-9764,https://www.loves.com/locations/722,14414,South Cross L Road,Mayer,AZ,86333,US,Yavapai County,https://www.google.com/maps/place/?q=place_id:ChIJS-kABrvvLIcRsbAT0ILx7PQ
37059,TF2016_004_019-5-ocr.csv,36,E Lake Havasu City ( 86404 ) Love's Travel Stop # 386,928-764-1505 1-40 Exit 9 ( AZ 95 S ),124 S LO 25,Lake Havasu City,86404,Love's Travel Stop # 386,928-764-1505,1-40 Exit 9 ( AZ 95 S ),L,,86404_928-764-1505,2016,0,Lake Havasu City,AZ,Love's,,86404_928-764-1505,86404_928-764-1505_Love's,ChIJsTavGSH90YARgkrCoPeIREE,Love's Travel Stop,"14875 AZ-95, Lake Havasu City, AZ 86404, USA","14875 Arizona 95, Lake Havasu City",34.7241124,-114.315537,4.1,"convenience_store, gas_station, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(928) 764-1505,+1 928-764-1505,https://www.loves.com/locations/386,14875,Arizona 95,Lake Havasu City,AZ,86404,US,Mohave County,https://www.google.com/maps/place/?q=place_id:ChIJsTavGSH90YARgkrCoPeIREE
37403,TF2016_144_161-7-ocr.csv,29,Moapa ( 89025 ) Moapa Paiute Travel Plaza ( Chevron ),702-864-2602 1-15 Exit 75,) 85 LOO D,Moapa,89025,Moapa Paiute Travel Plaza ( Chevron ),702-864-2602,1-15 Exit 75,L,L,89025_702-864-2602,2016,0,Moapa,NV,Chevron,,89025_702-864-2602,89025_702-864-2602_Chevron,ChIJ1zS70pIKyYARjq13IKDHwJU,Moapa Paiute Travel Plaza,"Valley of Fire Highway and I-15,, I-15, Moapa, NV 89025, USA","Valley of Fire Highway and I-15,, Interstate 15, Moapa",36.499795,-114.759547,4.3,"gas_station, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(702) 864-2600,+1 702-864-2600,,,Interstate 15,Moapa,NV,89025,US,Clark County,https://www.google.com/maps/place/?q=place_id:ChIJ1zS70pIKyYARjq13IKDHwJU
37408,TF2016_144_161-7-ocr.csv,26,Mesquite ( 89027 ) Virgin Valley Food Mart ( Rebel ),702-346-8881 1-15 Exit 122,24 D,Mesquite,89027,Virgin Valley Food Mart ( Rebel ),702-346-8881,1-15 Exit 122,,,89027_702-346-8881,2016,0,Mesquite,NV,,,89027_702-346-8881,89027_702-346-8881_NA,ChIJh9NFrWkryoARaARRJhb8TGQ,Virgin Valley Food Mart,"200 Mesa Blvd, Mesquite, NV 89027, USA","200 Mesa Boulevard, Mesquite",36.8148166,-114.0641977,3.9,"convenience_store, gas_station, atm, car_repair, finance, point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(702) 346-8881,+1 702-346-8881,https://virginvalleyfoodmart.com/,200,Mesa Boulevard,Mesquite,NV,89027,US,Clark County,https://www.google.com/maps/place/?q=place_id:ChIJh9NFrWkryoARaARRJhb8TGQ
37416,TF2016_144_161-7-ocr.csv,23,Las Vegas ( North ) ( 89115 ) Petro North Las Vegas # 331 ( Valero ),6 702-632-2640 1-15 Exit 54 ( Speedway Blvd ),PETRO XL 24 MRS,Las Vegas,89115,Petro North Las Vegas # 331 ( Valero ),702-632-2640,1-15 Exit 54 ( Speedway Blvd ),XL,XL,89115_702-632-2640,2016,0,Las Vegas,NV,Valero,,89115_702-632-2640,89115_702-632-2640_Valero,ChIJtZBS2RTnyIARh0D-ChaBRTM,Petro Travel Center,"6595 N Hollywood Blvd, Las Vegas, NV 89115, USA","6595 North Hollywood Boulevard, Las Vegas",36.2797048,-115.0261433,3.8,"gas_station, car_repair, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(702) 632-2640,+1 702-632-2640,https://www.ta-petro.com/location/nv/petro-north-las-vegas-linda-and-bob-caffee-n-las-vegas-stopping-center,6595,North Hollywood Boulevard,Las Vegas,NV,89115,US,Clark County,https://www.google.com/maps/place/?q=place_id:ChIJtZBS2RTnyIARh0D-ChaBRTM
37422,TF2016_144_161-7-ocr.csv,20,Las Vegas ( North ) ( 89115 ) Rebel # 8 ( Maverick Truck Stop ),702-644-1001 3235 NV 604 ( 1.5 mi E of I - 15 46 ),) 24 SO <U+25A1>,Las Vegas,89115,Rebel # 8 ( Maverick Truck Stop ),702-644-1001,3235 NV 604 ( 1.5 mi E of I - 15 46 ),S,,89115_702-644-1001,2016,0,Las Vegas,NV,,,89115_702-644-1001,89115_702-644-1001_NA,ChIJzS12MZ_nyIARWNciiEnWeeQ,Maverik,"5450 E Tropical Pkwy, Las Vegas, NV 89115, USA","5450 East Tropical Parkway, Las Vegas",36.270287,-115.0532627,4.3,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(725) 465-2245,+1 725-465-2245,https://maverik.com/,5450,East Tropical Parkway,Las Vegas,NV,89115,US,Clark County,https://www.google.com/maps/place/?q=place_id:ChIJzS12MZ_nyIARWNciiEnWeeQ
37427,TF2016_144_161-7-ocr.csv,24,Las Vegas ( North ) ( 89165 ) Love's Travel Stop # 340,6 702-643-7398 1-15 Exit 64,<U+25A1> MO,Las Vegas,89165,Love's Travel Stop # 340,702-643-7398,1-15 Exit 64,M,M,89165_702-643-7398,2016,0,Las Vegas,NV,Love's,,89165_702-643-7398,89165_702-643-7398_Love's,ChIJcZXLPwbAyIARpgWJTfd2Z2U,Love's Travel Stop,"12501 Apex Great Basin Way, Las Vegas, NV 89165, USA","12501 Apex Great Basin Way, Las Vegas",36.3815724,-114.8962728,3.9,"gas_station, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(702) 643-7398,+1 702-643-7398,https://www.loves.com/locations/340,12501,Apex Great Basin Way,Las Vegas,NV,89165,US,Clark County,https://www.google.com/maps/place/?q=place_id:ChIJcZXLPwbAyIARpgWJTfd2Z2U
37430,TF2016_144_161-7-ocr.csv,8,E Ely ( 89301 ) Silver Sage Travel Center ( Chevron ),775-289-6550 763 US 6-50 SE,24 M O,Ely,89301,Silver Sage Travel Center ( Chevron ),775-289-6550,763 US 6-50 SE,M,,89301_775-289-6550,2016,0,Ely,NV,Chevron,,89301_775-289-6550,89301_775-289-6550_Chevron,ChIJ-Xqe_HOrsYAR0uRJ2tKfmx4,Silver Sage Travel Center,"963 S Pioche Hwy, Ely, NV 89301, USA","963 South Pioche Highway, Ely",39.235598,-114.8640752,4.4,"gas_station, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 289-3743,+1 775-289-3743,,963,South Pioche Highway,Ely,NV,89301,US,White Pine County,https://www.google.com/maps/place/?q=place_id:ChIJ-Xqe_HOrsYAR0uRJ2tKfmx4
37444,TF2016_144_161-7-ocr.csv,13,D Fernley ( 89408 ) Flying J Travel Plaza # 1005,775-575-5919 1-80 Exit 48,FLYING J 24 L 24 24,Fernley,89408,Flying J Travel Plaza # 1005,775-575-5919,1-80 Exit 48,L,L,89408_775-575-5919,2016,0,Fernley,NV,Flying J,,89408_775-575-5919,89408_775-575-5919_Flying J,ChIJNZUrCR3omIARguHA8E2Pryg,Flying J Travel Center,"480 Truck Inn Way, Fernley, NV 89408, USA","480 Truck Inn Way, Fernley",39.6149588,-119.21674,4,"gas_station, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 575-5919,+1 775-575-5919,https://locations.pilotflyingj.com/us/nv/fernley/480-truck-inn-way,480,Truck Inn Way,Fernley,NV,89408,US,Lyon County,https://www.google.com/maps/place/?q=place_id:ChIJNZUrCR3omIARguHA8E2Pryg
37445,TF2016_144_161-7-ocr.csv,15,Hawthorne ( 89415 ) Golden Gate ( 76 ),775-316-8737 US 95 Bypass N & F St,24 M,Hawthorne,89415,Golden Gate ( 76 ),775-316-8737,US 95 Bypass N & F St,M,M,89415_775-316-8737,2016,0,Hawthorne,NV,,,89415_775-316-8737,89415_775-316-8737_NA,ChIJTzc3PvNgvYARiVOIhKxmyGE,Golden Gate Truck Stop,"705 NV-362, Hawthorne, NV 89415, USA","705 Nevada 362, Hawthorne",38.5339717,-118.622588,4.2,"store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 316-8737,+1 775-316-8737,https://www.goldengategas.com/services/truck-stop/,705,Nevada 362,Hawthorne,NV,89415,US,Mineral County,https://www.google.com/maps/place/?q=place_id:ChIJTzc3PvNgvYARiVOIhKxmyGE
37451,TF2016_144_161-7-ocr.csv,27,7702-346-8881 CMill City ( 89418 ) 1-15 TA Mill Exit City 122 # 181 ( Valero ),775-538-7311 1-80 Exit 149 EB / 151 WB,24 XL D <U+25A1>,Mill City,89418,1-15 TA Mill Exit City 122 # 181 ( Valero ),775-538-7311,1-80 Exit 149 EB / 151 WB,XL,,89418_775-538-7311,2016,0,Imlay,NV,Valero,,89418_775-538-7311,89418_775-538-7311_Valero,ChIJj-TlZXCvoYARcvqsSMvofYU,TA Travel Center,"6000 Frontage Rd, Mill City, NV 89418, USA","6000 Frontage Road, Mill City",40.69322349999999,-118.0560209,3.7,"convenience_store, gas_station, car_repair, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 538-7311,+1 775-538-7311,https://www.ta-petro.com/location/nv/ta-mill-city,6000,Frontage Road,Mill City,NV,89418,US,Pershing County,https://www.google.com/maps/place/?q=place_id:ChIJj-TlZXCvoYARcvqsSMvofYU
37453,TF2016_144_161-7-ocr.csv,25,Lovelock ( 89419 ) Golden Gate ( Conoco ),775-273-7700 1-80 Exit 106,24 SO D,Lovelock,89419,Golden Gate ( Conoco ),775-273-7700,1-80 Exit 106,S,S,89419_775-273-7700,2016,0,Lovelock,NV,Conoco,,89419_775-273-7700,89419_775-273-7700_Conoco,ChIJwVll8EL3oYAR55Rwvu3Vaqg,Conoco,"163 E Main St #700, Lovelock, NV 89419, USA","163 East Main Street #700, Lovelock",40.1774522,-118.4696532,3.8,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 273-7700,+1 775-273-7700,https://www.conoco.com/station/CON-GOLDEN-GATE-61-0000873395?utm_source=G&utm_medium=local&utm_campaign=google-local&utm_source=G&utm_medium=local&utm_campaign=google-local,163,East Main Street,Lovelock,NV,89419,US,Pershing County,https://www.google.com/maps/place/?q=place_id:ChIJwVll8EL3oYAR55Rwvu3Vaqg
37457,TF2016_144_161-7-ocr.csv,6,D Clark Station ( 89434 ) Golden Gate Auto Truck Plaza,775-473-6800 1-80 Exit 32 ( USA Pkwy - 1.5 mi,DRS 24 MO <U+25A1>,Clark Station,89434,Golden Gate Auto Truck Plaza,775-473-6800,1-80 Exit 32 ( USA Pkwy - 1.5 mi,M,M,89434_775-473-6800,2016,0,Sparks,NV,,,89434_775-473-6800,89434_775-473-6800_NA,ChIJTzc3PvNgvYARiVOIhKxmyGE,Golden Gate Truck Stop,"705 NV-362, Hawthorne, NV 89415, USA","705 Nevada 362, Hawthorne",38.5339717,-118.622588,4.2,"store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 316-8737,+1 775-316-8737,https://www.goldengategas.com/services/truck-stop/,705,Nevada 362,Hawthorne,NV,89415,US,Mineral County,https://www.google.com/maps/place/?q=place_id:ChIJTzc3PvNgvYARiVOIhKxmyGE
37462,TF2016_144_161-7-ocr.csv,45,Winnemucca ( 89445 ) Pilot Travel Center # 485,775-625-2800 1-80 Exit 173 ( W Interchange ),Pos 24 XL 24,Winnemucca,89445,Pilot Travel Center # 485,775-625-2800,1-80 Exit 173 ( W Interchange ),XL,,89445_775-625-2800,2016,0,Winnemucca,NV,Pilot,,89445_775-625-2800,89445_775-625-2800_Pilot,ChIJR8RtXtn8oIARqFcCvNSEDNI,Pilot Travel Center,"5625 W Winnemucca Blvd, Winnemucca, NV 89445, USA","5625 West Winnemucca Boulevard, Winnemucca",40.9313508,-117.8043201,4,"convenience_store, gas_station, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 625-2800,+1 775-625-2800,https://locations.pilotflyingj.com/us/nv/winnemucca/5625-w.-winnemucca-blvd.,5625,West Winnemucca Boulevard,Winnemucca,NV,89445,US,Humboldt County,https://www.google.com/maps/place/?q=place_id:ChIJR8RtXtn8oIARqFcCvNSEDNI
37465,TF2016_144_161-7-ocr.csv,33,D Reno ( 89506 ) Golden Gate,775-971-3801 US 395 Exit 73 ( Golden Valley W ),24 <U+2610> <U+25A1>,Reno,89506,Golden Gate,775-971-3801,US 395 Exit 73 ( Golden Valley W ),,,89506_775-971-3801,2016,0,Reno,NV,,,89506_775-971-3801,89506_775-971-3801_NA,ChIJZ_-GroFImYARtHszsm_ftsg,Golden Gate Petroleum,"7770 N Virginia St, Reno, NV 89506, USA","7770 North Virginia Street, Reno",39.5975846,-119.8384404,3.9,"gas_station, car_repair, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 971-3801,+1 775-971-3801,https://www.goldengategas.com/location/golden-gate-golden-valley/,7770,North Virginia Street,Reno,NV,89506,US,Washoe County,https://www.google.com/maps/place/?q=place_id:ChIJZ_-GroFImYARtHszsm_ftsg
37472,TF2016_144_161-7-ocr.csv,43,B Wells ( 89835 ) Love's Travel Stop # 365,775-752-9915 1-80 Exit 352 ( US 93 S ),24 MO 024 0,Wells,89835,Love's Travel Stop # 365,775-752-9915,1-80 Exit 352 ( US 93 S ),M,M,89835_775-752-9915,2016,0,Wells,NV,Love's,,89835_775-752-9915,89835_775-752-9915_Love's,ChIJo0PU1ocZqYARggb1ueRQxrI,Love's Travel Stop,"157 US-93, Wells, NV 89835, USA","157 U.S. 93, Wells",41.0989729,-114.9600659,4,"convenience_store, gas_station, point_of_interest, food, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(775) 752-9915,+1 775-752-9915,https://www.loves.com/locations/365,157,U.S. 93,Wells,NV,89835,US,Elko County,https://www.google.com/maps/place/?q=place_id:ChIJo0PU1ocZqYARggb1ueRQxrI
37474,TF2016_020_035-3-ocr.csv,42,Los Angeles ( 90021 ) DeWitt Fuel Stop / Blue Beacon ( CFN ),213-477-1060 1-10 Exit 15 B ( 3 blks S on Alameda ),24 225 <U+25A1> <U+25A1>,Los Angeles,90021,DeWitt Fuel Stop / Blue Beacon ( CFN ),213-477-1060,1-10 Exit 15 B ( 3 blks S on Alameda ),,,90021_213-477-1060,2016,0,Los Angeles,CA,,,90021_213-477-1060,90021_213-477-1060_NA,ChIJrTv3q5zIwoARNVCMS_5cweg,Blue Beacon Truck Wash of Los Angeles,"1630 McGarry St, Los Angeles, CA 90021, USA","1630 McGarry Street, Los Angeles",34.0217043,-118.2401944,4.2,"car_wash, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(213) 477-1060,+1 213-477-1060,https://bluebeacon.com/locations/listing/los-angeles-ca,1630,McGarry Street,Los Angeles,CA,90021,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJrTv3q5zIwoARNVCMS_5cweg
37482,TF2016_020_035-5-ocr.csv,16,Vernon ( 90058 ) Vernon Truck Wash ( Speedy - Fuel ) ),323-267-0706 3308 Bandini ( 2 mi W of I - ),SOO <U+25A1>,Vernon,90058,Vernon Truck Wash ( Speedy - Fuel ) ),323-267-0706,3308 Bandini ( 2 mi W of I - ),S,,90058_323-267-0706,2016,0,Los Angeles,CA,,,90058_323-267-0706,90058_323-267-0706_NA,ChIJM29H88zIwoARA-BNoZlFSsY,Vernon Truck Wash,"3308 Bandini Blvd, Vernon, CA 90058, USA","3308 Bandini Boulevard, Vernon",34.0083862,-118.208253,3.9,"car_wash, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,,,,3308,Bandini Boulevard,Vernon,CA,90058,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJM29H88zIwoARA-BNoZlFSsY
37483,TF2016_020_035-2-ocr.csv,15,Bell Gardens ( 90201 ) Webb's Chevron,"323-771-1932 1-710 X 15 ( E to Eastern , N to Gage )",HRS 24 D,Bell Gardens,90201,Webb's Chevron,323-771-1932,"1-710 X 15 ( E to Eastern , N to Gage )",,,90201_323-771-1932,2016,0,Bell Gardens,CA,Chevron,,90201_323-771-1932,90201_323-771-1932_Chevron,ChIJa-XEmYjOwoARSeX9xcNdt18,Chevron,"5703 Gage Ave, Bell, CA 90201, USA","5703 Gage Avenue, Bell",33.9757937,-118.1633365,3.8,"gas_station, convenience_store, car_repair, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(323) 771-1932,+1 323-771-1932,http://www.chevronwithtechron.com/stations/station-finder.aspx,5703,Gage Avenue,Bell,CA,90201,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJa-XEmYjOwoARSeX9xcNdt18
37496,TF2016_020_035-3-ocr.csv,55,Montebello ( 90640 ) SC Fuels,"5 / 323-725-1659 1-5 Exit 126 B ( Slauson E , N on Chapin )",<U+2610> <U+2610> <U+2610> 0 <U+2610> <U+2610>,Montebello,90640,SC Fuels,323-725-1659,"1-5 Exit 126 B ( Slauson E , N on Chapin )",,,90640_323-725-1659,2016,0,Montebello,CA,,,90640_323-725-1659,90640_323-725-1659_NA,ChIJoc6UwAbOwoAR515nJQz_CL4,SC Fuels,"1601 S Bluff Rd, Montebello, CA 90640, USA","1601 South Bluff Road, Montebello",33.9790149,-118.1189422,4.3,"gas_station, store, point_of_interest, food, establishment",OPERATIONAL,NEARBY_SEARCH,SUCCESS,(888) 723-8357,+1 888-723-8357,http://www.scfuels.com/,1601,South Bluff Road,Montebello,CA,90640,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJoc6UwAbOwoAR515nJQz_CL4
37500,TF2016_020_035-4-ocr.csv,0,Montebello ( 90640 ) CAT Scale & Fuel,323-726-1474 1-5 Exit 128 B ( E to 1436 W Washington ),24 <U+2610> <U+2610> D,Montebello,90640,CAT Scale & Fuel,323-726-1474,1-5 Exit 128 B ( E to 1436 W Washington ),,,90640_323-726-1474,2016,0,Montebello,CA,,,90640_323-726-1474,90640_323-726-1474_NA,ChIJBa_pxCLOwoARNTMUNzXHBfo,CAT Scale,"1436 E Washington Blvd, Montebello, CA 90640, USA","1436 East Washington Boulevard, Montebello",33.9971918,-118.1230965,3.7,"point_of_interest, store, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(323) 726-1474,+1 323-726-1474,http://catscale.com/?utm_medium=yext&utm_source=extnet,1436,East Washington Boulevard,Montebello,CA,90640,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJBa_pxCLOwoARNTMUNzXHBfo
37514,TF2016_020_035-3-ocr.csv,40,Long Beach ( 90810 ) PCH Truck Stop,562-980-1700 1-710 Ex 2 ( CA 13 blks E to 1603 W PCH ),) 24,Long Beach,90810,PCH Truck Stop,562-980-1700,1-710 Ex 2 ( CA 13 blks E to 1603 W PCH ),,,90810_562-980-1700,2016,0,Long Beach,CA,,,90810_562-980-1700,90810_562-980-1700_NA,ChIJo00TUQI03YARjNEtppsHJ4g,Chevron ExtraMile 5488(pch truck stop),"1603 W Pacific Coast Hwy, Long Beach, CA 90810, USA","1603 West Pacific Coast Highway, Long Beach",33.7900734,-118.214216,3.9,"food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(562) 980-1700,+1 562-980-1700,,1603,West Pacific Coast Highway,Long Beach,CA,90810,US,Los Angeles County,https://www.google.com/maps/place/?q=place_id:ChIJo00TUQI03YARjNEtppsHJ4g
37536,TF2016_020_035-3-ocr.csv,21,Jacumba ( 91934 ) Jacumba Shell S to Indio Blvd E ),6 619-766-0029 1-8 Exit 73,24 MO 02400,Jacumba,91934,Jacumba Shell S to Indio Blvd E ),619-766-0029,1-8 Exit 73,M,,91934_619-766-0029,2016,0,Jacumba,CA,Shell,,91934_619-766-0029,91934_619-766-0029_Shell,ChIJgaQT0kW82YARAU4Wy8X03Zk,Shell,"1494 Carrizo Gorge Rd, Jacumba Hot Springs, CA 91934, USA","1494 Carrizo Gorge Road, Jacumba Hot Springs",32.6351775,-116.1666112,3.6,"gas_station, convenience_store, restaurant, food, point_of_interest, store, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(619) 766-0029,+1 619-766-0029,https://find.shell.com/us/fuel/10010583-1494-carrizo-gorge-rd/en_US,1494,Carrizo Gorge Road,Jacumba Hot Springs,CA,91934,US,San Diego County,https://www.google.com/maps/place/?q=place_id:ChIJgaQT0kW82YARAU4Wy8X03Zk
37549,TF2016_020_035-4-ocr.csv,11,Otay Mesa ( 92154 ) Pilot Travel Center # 343 E,619-661-9558 CA 905 Exit 7 ( N to Otay Mesa E ),pitot 24 <U+2610> XL D 24,Otay Mesa,92154,Pilot Travel Center # 343 E,619-661-9558,CA 905 Exit 7 ( N to Otay Mesa E ),XL,,92154_619-661-9558,2016,0,San Diego,CA,Pilot,,92154_619-661-9558,92154_619-661-9558_Pilot,ChIJ2VdigURG2YARz31oRVHdCT0,Pilot Travel Center,"1497 Piper Ranch Rd, San Diego, CA 92154, USA","1497 Piper Ranch Road, San Diego",32.5684136,-116.9527598,4.2,"gas_station, convenience_store, store, point_of_interest, food, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(619) 661-9558,+1 619-661-9558,https://locations.pilotflyingj.com/us/ca/san-diego/1497-piper-ranch-road,1497,Piper Ranch Road,San Diego,CA,92154,US,San Diego County,https://www.google.com/maps/place/?q=place_id:ChIJ2VdigURG2YARz31oRVHdCT0
37550,TF2016_020_035-4-ocr.csv,12,Otay Mesa ( 92154 ) La Media Travel Center ( Chevron Mesa Rd ) E ),619-671-0700 CA 905 Exit 7 ( N to Otay,pitot 24 S,Otay Mesa,92154,La Media Travel Center ( Chevron Mesa Rd ) E ),619-671-0700,CA 905 Exit 7 ( N to Otay,S,,92154_619-671-0700,2016,0,San Diego,CA,Chevron,,92154_619-671-0700,92154_619-671-0700_Chevron,ChIJb8VEp0BG2YARrhOijryxZNM,Chevron,"1599 La Media Rd, San Diego, CA 92154, USA","1599 La Media Road, San Diego",32.5683481,-116.9618453,3.5,"gas_station, convenience_store, car_repair, store, food, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(619) 671-0700,+1 619-671-0700,https://www.chevronwithtechron.com/station/1599-La-Media-San-Diego-CA-92154-id352425,1599,La Media Road,San Diego,CA,92154,US,San Diego County,https://www.google.com/maps/place/?q=place_id:ChIJb8VEp0BG2YARrhOijryxZNM
37561,TF2016_020_035-2-ocr.csv,24,Calexico ( 92231 ) USA Gasoline # 68114,7 760-357-9391 CA 98 & CA 7 S ( 4 mi E of town ),24 R <U+25A1> <U+25A1> <U+2610> <U+25A1>,Calexico,92231,USA Gasoline # 68114,760-357-9391,CA 98 & CA 7 S ( 4 mi E of town ),L,L,92231_760-357-9391,2016,0,Calexico,CA,,,92231_760-357-9391,92231_760-357-9391_NA,ChIJWQYNyDdl14ARmSn8wDyBSjg,76,"940 Imperial Ave, Calexico, CA 92231, USA","940 Imperial Avenue, Calexico",32.6772158,-115.4984626,4.4,"gas_station, point_of_interest, establishment",OPERATIONAL,TEXT_SEARCH,SUCCESS,(760) 357-1079,+1 760-357-1079,https://www.76.com/station/u76-calexico-76-0000904958/?utm_source=G&utm_medium=local&utm_campaign=google-local&utm_source=G&utm_medium=local&utm_campaign=google-local,940,Imperial Avenue,Calexico,CA,92231,US,Imperial County,https://www.google.com/maps/place/?q=place_id:ChIJWQYNyDdl14ARmSn8wDyBSjg
37575,TF2016_020_035-4-ocr.csv,42,Salton City ( 92274 ) AM / PM ( Arco ),6 760-394-1024 CA 86 & Marina Dr,24 MOO 24,Salton City,92274,AM / PM ( Arco ),760-394-1024,CA 86 & Marina Dr,M,,92274_760-394-1024,2016,0,Thermal,CA,,,92274_760-394-1024,92274_760-394-1024_NA,ChIJJZVMxCAX2oARX1p_lwHWhso,ampm,"2084 S Marina Dr, Salton City, CA 92275, USA","2084 South Marina Drive, Salton City",33.2788552,-115.9655968,3.5,"convenience_store, atm, finance, food, point_of_interest, store, establishment",CLOSED_PERMANENTLY,TEXT_SEARCH,SUCCESS,(760) 394-1024,+1 760-394-1024,https://www.ampm.com/,2084,South Marina Drive,Salton City,CA,92275,US,Imperial County,https://www.google.com/maps/place/?q=place_id:ChIJJZVMxCAX2oARX1p_lwHWhso
