id,lat,lon,type,highway,ref,name,source,source_ref,milepost:county,milepost:state,towards,is_in:state_code,old_ref,note:ref,unsigned_ref,noref,note,official_name,ref:left,ref:right,unsigned:ref,fixme,FIXME,source:imagery,noname,old_exit_to,destination,FIXME:ref,destination:ref,odbl,fuel:cng,source:exit_to,unsigned,noref:left,maxspeed,destination:street,check_date,unsigned_ref:right,tiger:reviewed,traffic_sign,traffic_sign:direction,ref:signed,status,exit_to,junction:ref,unsigned_ref:left,description,start_date,construction,proposed:highway
916286407,34.6672225,-118.7636599,node,motorway_junction,191,Unnamed Exit,usgs_imagery_2006;CDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927654985,33.0520119,-117.0724889,node,motorway_junction,26,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941160581,33.8954604,-117.4983344,node,motorway_junction,54,Unnamed Exit,bing_imagery_0.06m_200701;survey;image,AM909_DSCW5927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941959255,33.9488185,-117.3864049,node,motorway_junction,61,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941959273,33.9707706,-117.3750537,node,motorway_junction,63,Unnamed Exit,bing_imagery_0.06m_200701;survey;image;CDOT,AM909_DSCW5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941974790,33.9426392,-117.280012,node,motorway_junction,59,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942143703,38.8216687,-121.3002869,node,motorway_junction,311,Unnamed Exit,,,,,,,,missing from Caltrans list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956128966,32.7740786,-115.6863257,node,motorway_junction,107,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956129008,32.7738575,-115.6948049,node,motorway_junction,107,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 mph,,,,,,,,,,,,,,,
956129854,32.7740417,-115.6645364,node,motorway_junction,,Unnamed Exit,Caltrans,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956130045,32.7738333,-115.6736037,node,motorway_junction,,Unnamed Exit,Caltrans,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,70 mph,,,,,,,,,,,,,,,
956219028,32.7332515,-115.9978896,node,motorway_junction,89,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956526706,32.7739039,-115.5010217,node,motorway_junction,118A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956526717,32.7736552,-115.5013298,node,motorway_junction,118B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967221850,36.1155277,-115.1808469,node,motorway_junction,38B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967222906,36.1137663,-115.1805041,node,motorway_junction,39,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970858114,33.7595744,-118.2388167,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977335502,38.6401013,-121.1960056,node,motorway_junction,23,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988458357,33.8806038,-117.6534232,node,motorway_junction,44,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989842042,37.6607433,-122.4035097,node,motorway_junction,425B,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989844836,37.6515708,-122.4067752,node,motorway_junction,425A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995693837,35.4702652,-115.5491684,node,motorway_junction,280,Unnamed Exit,usgs_imagery_1m_NAIP;survey;image,AM909_DSCW5040,170.32,279.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003239892,37.8297229,-122.2664034,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016909017,38.2956662,-122.3016539,node,motorway_junction,18A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017147294,38.3012558,-122.3032489,node,motorway_junction,,Unnamed Exit,,,,,,,,,18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017147377,38.3241236,-122.3116832,node,motorway_junction,19,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017154890,38.308352,-122.3053157,node,motorway_junction,18B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021175090,39.0260649,-121.5473371,node,motorway_junction,12,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021386455,38.9821749,-121.5432375,node,motorway_junction,9,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025777246,38.8731165,-121.3110316,node,motorway_junction,315,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031001794,33.9314418,-118.4245575,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042173252,32.5393626,-117.063204,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045697860,33.5631172,-117.2035605,node,motorway_junction,65,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058253078,32.6361465,-116.1229919,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060972529,32.5558912,-115.290224,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062157197,34.1321045,-117.500722,node,motorway_junction,115A,Unnamed Exit,bing_imagery_0.06m_200701;survey;image;CDOT,AM909_IMAG0370,8.09,114.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062157295,34.1476457,-117.3215452,node,motorway_junction,46C;46A,Unnamed Exit,,,,,,,,,,yes,,,46C,46A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062157737,34.1508925,-117.3232271,node,motorway_junction,46C;46A,Unnamed Exit,,,,,,,,,,,,,46C,46A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067402249,37.3640677,-122.1243319,node,motorway_junction,,Unnamed Exit,http://www.dotca.gov/hq/traffops/signtech/calnexus/pdf/twoeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twoeightysouth.pdf,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067460085,37.3750063,-122.0678482,node,motorway_junction,22A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070726256,35.4207604,-118.9506148,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070726324,35.4123189,-119.0128394,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071242704,34.0319861,-117.1356423,node,motorway_junction,82,Unnamed Exit,bing_imagery_0.25m_200601;survey;image;CDOT,AM909_DSCW8305;AM909_DSCW8306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076467874,32.8091217,-117.004834,node,motorway_junction,20B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076467889,32.8065156,-117.005886,node,motorway_junction,20A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076467933,32.8126573,-117.003465,node,motorway_junction,20A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076950954,34.0667387,-117.2382341,node,motorway_junction,75,Unnamed Exit,bing_imagery_0.06m_200706;survey;image;CDOT,AM909_DSCW8345,,,Bryn Mawr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078419808,37.2177558,-121.987718,node,motorway_junction,19,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079992643,37.2668132,-121.9483755,node,motorway_junction,23,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079999436,37.2620048,-121.95133,node,motorway_junction,22,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080005446,37.2549937,-121.951552,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080600383,37.400496,-121.9090626,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080600979,37.4025131,-121.9088986,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081079767,37.3353771,-121.8483441,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081096466,34.0789136,-117.2967065,node,motorway_junction,42A,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082071991,34.0648906,-117.3154925,node,motorway_junction,71,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082072487,34.0655489,-117.3197678,node,motorway_junction,70B,Unnamed Exit,bing_imagery_0.06m_200706;survey;image;CDOT,AM909_DSCW8356;AM909_DSCW8357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082075111,34.0683339,-117.3411284,node,motorway_junction,70A,Unnamed Exit,bing_imagery_0.06m_200706;CDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083984135,37.4393915,-121.890034,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083996825,37.4515977,-121.8931402,node,motorway_junction,9,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084000855,37.46474,-121.9038882,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084510951,37.193426,-121.6974017,node,motorway_junction,371,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086298848,37.3425559,-121.8481749,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086405434,37.4933134,-121.9202043,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086418316,37.4310897,-121.8862589,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086422785,37.435034,-121.8882983,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086425019,37.4343914,-121.8887529,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086494623,37.3556169,-121.8361,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091753846,37.7095116,-121.7239014,node,motorway_junction,I 580 West,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098915020,33.9983942,-118.1473741,node,motorway_junction,128B,Unnamed Exit,usgs_imagery;CDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099758959,34.0356838,-118.098173,node,motorway_junction,8,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_DSCW8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100270483,34.0379654,-118.0422288,node,motorway_junction,11,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_DSCW8489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102149354,33.6600189,-115.8060107,node,motorway_junction,168,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102149376,33.6603928,-115.7984742,node,motorway_junction,168,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102406258,37.3678928,-121.9272722,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102406262,37.3620751,-121.9190364,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102600868,34.1281895,-117.9201647,node,motorway_junction,39,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102603293,34.1284172,-117.9618945,node,motorway_junction,,Unnamed Exit,bing_imagery_0.06m_200801;CDOT,,,,,,,,27A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102604203,34.1169764,-117.9756556,node,motorway_junction,26,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_IMG_0167,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102896463,33.8175477,-116.4054017,node,motorway_junction,130,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102951687,33.6072348,-114.6009838,node,motorway_junction,239,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102957532,33.6070421,-114.5926616,node,motorway_junction,240,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103490125,34.0684537,-118.1503791,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103490134,34.0714503,-118.1250316,node,motorway_junction,23B,Unnamed Exit,usgs_imagery;survey;image;CDOT,AM909_DSCV1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107174839,34.0644997,-118.0036184,node,motorway_junction,31A,Unnamed Exit,usgs_imagery;CDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108644311,32.5440997,-117.0305878,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108689242,33.6663924,-114.1936514,node,motorway_junction,19,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109609220,37.4815071,-122.2188952,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109676638,34.1186898,-117.8656459,node,motorway_junction,42,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_IMG_0125,,,Glendora,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110036372,34.1238702,-117.913409,node,motorway_junction,39,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_IMG_0146,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110946393,34.0553024,-118.0038608,node,motorway_junction,21,Unnamed Exit,bing_imagery_0.06m_200801;survey;image;CDOT,AM909_IMG_0181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111520948,33.8592152,-117.8767374,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111521148,33.8531757,-117.8758035,node,motorway_junction,,Unnamed Exit,,,,,,,,,5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111521605,33.8536813,-117.9114407,node,motorway_junction,29,Unnamed Exit,survey;image;usgs_imagery;CDOT,AM909_DSCU4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111521805,33.852423,-117.8821939,node,motorway_junction,,Unnamed Exit,bing_imagery_0.06m_200701;survey;image,AM909_DSCV1839,,,Pomona;Santa Ana,CA,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120445551,32.803079,-117.005332,node,motorway_junction,20B,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124720949,33.8752406,-117.5452374,node,motorway_junction,96,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124721210,33.887017,-117.5516029,node,motorway_junction,96A,Unnamed Exit,survey;image;yahoo_imagery;CDOT,AM909_DSCM7068,,,Beach Cities,,,Caltrans says this is 96B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126492404,37.3271642,-121.9957598,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127119499,36.277821,-115.2676588,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127286089,36.1391948,-115.3363056,node,motorway_junction,25,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127286135,36.086076,-115.28773,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127286138,36.119799,-115.3205142,node,motorway_junction,23,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127286158,36.1496507,-115.3370539,node,motorway_junction,25,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127291178,36.0673698,-115.244068,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128845761,32.8121613,-116.9620272,node,motorway_junction,1C,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130417709,36.3191475,-115.3050546,node,motorway_junction,95,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130417809,36.3105374,-115.2967459,node,motorway_junction,95,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130876884,38.1188264,-122.284715,node,motorway_junction,17,Unnamed Exit,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130878278,38.1214676,-122.2773986,node,motorway_junction,18,Unnamed Exit,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132165014,34.4990663,-118.6263518,node,motorway_junction,176,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135512966,34.9400867,-118.9302025,node,motorway_junction,215,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,Grapevine,,,,,,,,,,,,,,,,,,,,,,,
1137168502,34.8730953,-118.8903675,node,motorway_junction,210,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138428726,36.154007,-115.3368965,node,motorway_junction,26,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140400789,34.7595763,-118.79596,node,motorway_junction,198,Unnamed Exit,usgs_imagery_2006;survey;image,AM909_DSCV3815,,,,,,,198B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140440929,34.770932,-118.8035593,node,motorway_junction,199,Unnamed Exit,usgs_imagery_2006;CDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154073355,34.0215027,-117.9902825,node,motorway_junction,14A,Unnamed Exit,bing_imagery_0.06m_200801;survey;image,AM909_DSCX0900,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154073376,34.019168,-117.9879595,node,motorway_junction,14B,Unnamed Exit,bing_imagery_0.06m_200801;survey;image,AM909_DSCX0901,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154173026,34.0080385,-117.9684499,node,motorway_junction,16,Unnamed Exit,bing_imagery_0.06m_200801;survey;image,AM909_DSCX0905,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155662689,37.0567795,-120.9701966,node,motorway_junction,403A,Unnamed Exit,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/5.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155674762,36.9671476,-121.3872058,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155686634,36.9718258,-121.3824983,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156302310,34.0211637,-117.8139847,node,motorway_junction,26,Unnamed Exit,bing_imagery_0.06m_200801;survey;image,AM909_DSCX0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160971815,32.5333458,-115.4066232,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160971820,32.556964,-115.2959812,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164525478,32.6017861,-117.0361425,node,motorway_junction,4,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167051058,32.9159823,-117.2311851,node,motorway_junction,32,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172074088,37.7954988,-122.2669978,node,motorway_junction,41B,Unnamed Exit,personal knowledge;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175067637,32.7525454,-117.123876,node,motorway_junction,16,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175085294,32.7417467,-117.117027,node,motorway_junction,,Unnamed Exit,Caltrans,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180440730,32.8773889,-117.1164884,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180441026,32.8644029,-117.1166464,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180441190,32.8580125,-117.1179081,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180441199,32.8840846,-117.1167044,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498713,32.8327348,-117.002921,node,motorway_junction,,Unnamed Exit,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498758,32.8368051,-116.9961387,node,motorway_junction,15B,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498762,32.8329283,-116.9784032,node,motorway_junction,17,Unnamed Exit,SANDAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498903,32.8324764,-116.9672989,node,motorway_junction,18B-C,Unnamed Exit,,,,,,,,,,,,,18C,18B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498910,32.8367928,-117.0014646,node,motorway_junction,15A,Unnamed Exit,Caltrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183498963,32.8345157,-116.9885151,node,motorway_junction,17,Unnamed Exit,SANDAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183499242,32.8365535,-116.9621962,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183534174,32.8326105,-116.9703786,node,motorway_junction,18A,Unnamed Exit,SANDAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183845559,33.6521178,-117.8602522,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183845573,33.6382281,-117.8616028,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183845714,33.6465004,-117.8598047,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185422237,32.8255275,-116.9616849,node,motorway_junction,2,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190095581,32.5540849,-115.0184032,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190095616,32.5556288,-115.0306522,node,motorway_junction,,Unnamed Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
